150,CEF3-11001,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,blanco,na,na,let,l,2018_10_04 00:00:00
151,CEF3-09002,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,beige,na,na,let,s,2018_10_04 00:00:00
152,CEF3-10002,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,beige,na,na,let,m,2018_10_04 00:00:00
153,CEF3-11002,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,beige,na,na,let,l,2018_10_04 00:00:00
154,CEF3-09003,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,melange,na,na,let,s,2018_10_04 00:00:00
155,CEF3-10003,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,melange,na,na,let,m,2018_10_04 00:00:00
156,CEF3-11003,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,melange,na,na,let,l,2018_10_04 00:00:00
157,CEF3-09004,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,rosado,na,na,let,s,2018_10_04 00:00:00
158,CEF3-10004,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,rosado,na,na,let,m,2018_10_04 00:00:00
159,CEF3-11004,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,rosado,na,na,let,l,2018_10_04 00:00:00
160,CEF3-09005,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,verde limon,na,na,let,s,2018_10_04 00:00:00
161,CEF3-10005,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,verde limon,na,na,let,m,2018_10_04 00:00:00
162,CEF3-11005,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,verde limon,na,na,let,l,2018_10_04 00:00:00
163,CEF3-09006,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,verde petroleo,na,na,let,s,2018_10_04 00:00:00
164,CEF3-10006,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,verde petroleo,na,na,let,m,2018_10_04 00:00:00
165,CEF3-11006,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,verde petroleo,na,na,let,l,2018_10_04 00:00:00
166,CEF3-09007,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,verde olivo,na,na,let,s,2018_10_04 00:00:00
167,CEF3-10007,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,verde olivo,na,na,let,m,2018_10_04 00:00:00
168,CEF3-11007,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,verde olivo,na,na,let,l,2018_10_04 00:00:00
169,CEF3-09008,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,lila,na,na,let,s,2018_10_04 00:00:00
170,CEF3-10008,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,lila,na,na,let,m,2018_10_04 00:00:00
171,CEF3-11008,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,lila,na,na,let,l,2018_10_04 00:00:00
172,CEF3-09009,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,indigo,na,na,let,s,2018_10_04 00:00:00
173,CEF3-10009,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,indigo,na,na,let,m,2018_10_04 00:00:00
174,CEF3-11009,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,indigo,na,na,let,l,2018_10_04 00:00:00
175,CEF3-09010,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,negro,na,na,let,s,2018_10_04 00:00:00
176,CEF3-10010,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,negro,na,na,let,m,2018_10_04 00:00:00
177,CEF3-11010,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,negro,na,na,let,l,2018_10_04 00:00:00
178,CEF3-09011,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,azul,na,na,let,s,2018_10_04 00:00:00
179,CEF3-10011,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,azul,na,na,let,m,2018_10_04 00:00:00
180,CEF3-11011,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,azul,na,na,let,l,2018_10_04 00:00:00
181,CEF3-09012,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,celeste,na,na,let,s,2018_10_04 00:00:00
182,CEF3-10012,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,celeste,na,na,let,m,2018_10_04 00:00:00
183,CEF3-11012,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,celeste,na,na,let,l,2018_10_04 00:00:00
184,CEF3-09013,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,turqueza,na,na,let,s,2018_10_04 00:00:00
185,CEF3-10013,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,turqueza,na,na,let,m,2018_10_04 00:00:00
186,CEF3-11013,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,turqueza,na,na,let,l,2018_10_04 00:00:00
187,CEF3-09014,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,guinda,na,na,let,s,2018_10_04 00:00:00
188,CEF3-10014,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,guinda,na,na,let,m,2018_10_04 00:00:00
189,CEF3-11014,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,guinda,na,na,let,l,2018_10_04 00:00:00
190,CEF3-09015,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,naranja,na,na,let,s,2018_10_04 00:00:00
191,CEF3-10015,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,naranja,na,na,let,m,2018_10_04 00:00:00
192,CEF3-11015,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,naranja,na,na,let,l,2018_10_04 00:00:00
193,CEF3-09016,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,violeta,na,na,let,s,2018_10_04 00:00:00
194,CEF3-10016,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,violeta,na,na,let,m,2018_10_04 00:00:00
195,CEF3-11016,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,violeta,na,na,let,l,2018_10_04 00:00:00
196,CEF3-09017,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,amarillo,na,na,let,s,2018_10_04 00:00:00
197,CEF3-10017,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,amarillo,na,na,let,m,2018_10_04 00:00:00
198,CEF3-11017,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,amarillo,na,na,let,l,2018_10_04 00:00:00
199,CEF3-09018,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,verde agua,na,na,let,s,2018_10_04 00:00:00
200,CEF3-10018,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,verde agua,na,na,let,m,2018_10_04 00:00:00
201,CEF3-11018,cef3,cachetero,78.5,6.54,10,7.2,2.01,1,verde agua,na,na,let,l,2018_10_04 00:00:00
202,LC1-09000,lucia,truza clasica,77.7,6.48,10,7.12,1.99,na,na,na,na,let,s,2018_10_04 00:00:00
203,LC1-10000,lucia,truza clasica,77.7,6.48,10,7.12,1.99,na,na,na,na,let,m,2018_10_04 00:00:00
204,LC1-11000,lucia,truza clasica,77.7,6.48,10,7.12,1.99,na,na,na,na,let,l,2018_10_04 00:00:00
205,LC2-12000,lucia,truza clasica,82,6.83,10,7.52,2.1,na,na,na,na,let,xl,2018_10_04 00:00:00
206,LC2-13000,lucia,truza clasica,82,6.83,10,7.52,2.1,na,na,na,na,let,xxl,2018_10_04 00:00:00
207,LC1-09001,lucia,truza clasica,77.7,6.48,10,7.12,1.99,1,blanco,na,na,let,s,2018_10_04 00:00:00
208,LC1-10001,lucia,truza clasica,77.7,6.48,10,7.12,1.99,1,blanco,na,na,let,m,2018_10_04 00:00:00
209,LC1-11001,lucia,truza clasica,77.7,6.48,10,7.12,1.99,1,blanco,na,na,let,l,2018_10_04 00:00:00
210,LC2-12001,lucia,truza clasica,82,6.83,10,7.52,2.1,1,blanco,na,na,let,xl,2018_10_04 00:00:00
211,LC2-13001,lucia,truza clasica,82,6.83,10,7.52,2.1,1,blanco,na,na,let,xxl,2018_10_04 00:00:00
212,LC1-09002,lucia,truza clasica,77.7,6.48,10,7.12,1.99,1,crema,na,na,let,s,2018_10_04 00:00:00
213,LC1-10002,lucia,truza clasica,77.7,6.48,10,7.12,1.99,1,crema,na,na,let,m,2018_10_04 00:00:00
214,LC1-11002,lucia,truza clasica,77.7,6.48,10,7.12,1.99,1,crema,na,na,let,l,2018_10_04 00:00:00
215,LC2-12002,lucia,truza clasica,82,6.83,10,7.52,2.1,1,crema,na,na,let,xl,2018_10_04 00:00:00
216,LC2-13002,lucia,truza clasica,82,6.83,10,7.52,2.1,1,crema,na,na,let,xxl,2018_10_04 00:00:00
217,LC1-09003,lucia,truza clasica,77.7,6.48,10,7.12,1.99,1,beige,na,na,let,s,2018_10_04 00:00:00
218,LC1-10003,lucia,truza clasica,77.7,6.48,10,7.12,1.99,1,beige,na,na,let,m,2018_10_04 00:00:00
219,LC1-11003,lucia,truza clasica,77.7,6.48,10,7.12,1.99,1,beige,na,na,let,l,2018_10_04 00:00:00
220,LC2-12003,lucia,truza clasica,82,6.83,10,7.52,2.1,1,beige,na,na,let,xl,2018_10_04 00:00:00
221,LC2-13003,lucia,truza clasica,82,6.83,10,7.52,2.1,1,beige,na,na,let,xxl,2018_10_04 00:00:00
